timestamp,aqi_category,pm2_5,pm10,co,no,no2,o3,so2,nh3,temperature,dwpt,relative_humidity,precipitation,snow,wind_direction,wind_speed,wpgt,pressure,tsun,coco,dew_point,hour,day,month,day_of_week,is_weekend
2025-03-15 03:00:00,2,34.248624805638705,89.20317141027671,113.76770337277593,0.0,0.0,62.50308137049734,2.54201702590165,1.2964286832098415,13.5,10.7,83.0,0.0,,0.0,0.0,,1014.4,,1.0,10.1,,,,,
2025-03-15 04:00:00,3,31.19979383007904,81.45299907069993,124.4180127936438,0.0,8.179281151113234,65.85927654158928,2.539656417239297,1.2952247727920414,13.5,10.7,83.0,0.0,,0.0,0.0,,1014.4,,1.0,10.1,,,,,
2025-03-15 05:00:00,2,29.416108421527507,81.63481834173541,124.83735494964264,0.0,2.705520138653885,42.10299070966142,2.015798879395832,1.0280574284918742,13.5,10.7,83.0,0.0,,0.0,0.0,,1014.4,,1.0,10.1,,,,,
2025-03-15 06:00:00,3,58.146614998558576,150.82200050265882,240.15050086956467,0.0,6.074258155198953,95.542930517892,4.108189277880372,2.0951765317189897,20.0,11.0,56.0,0.0,,310.0,11.2,,1014.5,,1.0,11.2,,,,,
2025-03-15 07:00:00,4,75.70910510436273,199.56231367176525,279.93132804899034,0.0,5.907260349017248,124.68220753847558,5.446668707470581,2.777801040809996,20.0,11.0,56.0,0.0,,310.0,11.2,,1014.5,,1.0,11.2,,,,,
2025-03-15 08:00:00,4,58.87584883164465,179.1412321581617,193.19701961628812,0.0,6.890471649080131,107.7466438942015,4.57036650696768,2.330886918553517,20.0,11.0,56.0,0.0,,310.0,11.2,,1014.5,,1.0,11.2,,,,,
2025-03-15 09:00:00,5,63.564410568795736,176.16576058767586,257.5398980142492,0.0,13.729010985441429,102.53093496411408,4.391432051753675,2.2396303463943745,24.0,11.7,46.0,0.0,,130.0,7.6,,1012.8,,1.0,13.2,,,,,
2025-03-15 10:00:00,3,50.95874610865575,141.67732862637104,228.8085716642965,0.0,5.793555092675343,77.74555618472961,3.6226360256055976,1.8475443730588548,24.0,11.7,46.0,0.0,,130.0,7.6,,1012.8,,1.0,13.2,,,,,
2025-03-15 11:00:00,3,61.8140923497714,132.28524316566975,177.99919205028215,0.0,8.885191174601694,79.25752452242459,3.676414279037508,1.874971282309129,24.0,11.7,46.0,0.0,,130.0,7.6,,1012.8,,1.0,13.2,,,,,
2025-03-15 12:00:00,2,44.154259134927415,125.39023424731208,174.18926720068785,0.0,0.0,76.88674747995512,3.3276498111807484,1.6971014037021817,23.0,12.6,52.0,0.0,,50.0,3.6,,1012.4,,1.0,13.4,,,,,
2025-03-15 13:00:00,4,52.62924461896032,146.50545964460267,263.0271859415331,0.0,7.727656230719874,93.0735764038942,4.092308367336445,2.087077267341587,23.0,12.6,52.0,0.0,,50.0,3.6,,1012.4,,1.0,13.4,,,,,
2025-03-15 14:00:00,4,53.10826010222842,139.95293106519512,187.77311570458085,0.0,12.077152227214118,83.68343967822379,3.787867874333968,1.931812615910324,23.0,12.6,52.0,0.0,,50.0,3.6,,1012.4,,1.0,13.4,,,,,
2025-03-15 15:00:00,3,44.3273267796951,121.57926063250888,53.82466395969941,0.0,0.0,74.8577946625027,3.223950863391033,1.644214940329427,19.5,11.5,60.0,0.0,,310.0,3.6,,1014.0,,1.0,11.5,,,,,
2025-03-15 16:00:00,4,57.22070578432812,134.81492538259303,146.09103283326615,0.0,6.027747297198342,90.36933382732757,3.9690574909169154,2.024219320367627,19.5,11.5,60.0,0.0,,310.0,3.6,,1014.0,,1.0,11.5,,,,,
2025-03-15 17:00:00,4,72.68305516109811,175.464038174391,350.422918971716,0.0,0.0,105.55967832988615,4.713775530074091,2.4040255203377865,19.5,11.5,60.0,0.0,,310.0,3.6,,1014.0,,1.0,11.5,,,,,
2025-03-15 18:00:00,4,54.51978121432198,155.80093793311568,80.96077579802667,0.0,0.0,85.5345648100298,3.836807859577366,1.9567720083844569,15.5,11.9,79.0,0.0,,0.0,0.0,,1016.3,,1.0,11.3,,,,,
2025-03-15 19:00:00,3,65.03592868757934,155.9715630577652,262.985770299306,0.0,8.132309757035127,89.38584835888362,4.104217699184842,2.093151026584269,15.5,11.9,79.0,0.0,,0.0,0.0,,1016.3,,1.0,11.3,,,,,
2025-03-15 20:00:00,4,53.909299603547645,173.6194869629007,189.4821980246089,0.0,9.944383442472729,89.3668155072253,4.053119738206166,2.067091066485145,15.5,11.9,79.0,0.0,,0.0,0.0,,1016.3,,1.0,11.3,,,,,
2025-03-15 21:00:00,3,53.22782003445764,151.57037425438128,276.21584067240263,0.0,7.240208390593795,90.0783918745027,3.886097000206236,1.9819094701051805,14.5,11.6,83.0,0.0,,360.0,3.6,,1016.5,,1.0,11.1,,,,,
2025-03-15 22:00:00,4,72.99071478385963,187.9675355883249,365.2412460662788,0.0,4.6424244207746135,110.0515802590967,4.800713149067555,2.4483637060244527,14.5,11.6,83.0,0.0,,360.0,3.6,,1016.5,,1.0,11.1,,,,,
2025-03-15 23:00:00,2,42.89339932075868,120.48037115779934,140.4136735891384,0.0,7.0150972504310944,73.29104757842755,3.3293949013312787,1.6979913996789522,14.5,11.6,83.0,0.0,,360.0,3.6,,1016.5,,1.0,11.1,,,,,
2025-03-16 00:00:00,3,55.55660168177481,142.5706423883434,243.002603815164,0.0,0.0,78.05363677576484,3.439016512099881,1.7538984211709392,12.5,10.6,88.0,0.0,,0.0,0.0,,1016.6,,1.0,10.1,,,,,
2025-03-16 01:00:00,3,49.5883340153533,150.56907436406496,176.03184082819052,0.0,2.256496954695855,80.73098535610586,3.631522042678128,1.8520762417658452,12.5,10.6,88.0,0.0,,0.0,0.0,,1016.6,,1.0,10.1,,,,,
2025-03-16 02:00:00,1,35.269363217329015,75.53044461846252,86.24372346010034,0.0,0.0,44.75101826872191,2.0003391778898685,1.020172980723833,12.5,10.6,88.0,0.0,,0.0,0.0,,1016.6,,1.0,10.1,,,,,
2025-03-16 03:00:00,3,34.63585594144809,104.22701379000291,80.28457283874502,0.0,3.53589464569216,68.83726476326804,2.6635299680430182,1.358400283701939,15.0,11.4,79.0,0.0,,230.0,3.6,,1017.6,,1.0,10.8,,,,,
2025-03-16 04:00:00,2,32.58366505838605,89.32537602416318,0.0,0.0,1.0619852892125512,44.141330478693526,2.0,1.02,15.0,11.4,79.0,0.0,,230.0,3.6,,1017.6,,1.0,10.8,,,,,
2025-03-16 05:00:00,2,36.43098264169511,66.0377504774759,177.7163923993516,0.0,0.0,49.377158609554336,2.0,1.02,15.0,11.4,79.0,0.0,,230.0,3.6,,1017.6,,1.0,10.8,,,,,
2025-03-16 06:00:00,3,47.15493237975226,115.57962839018197,197.01489619574065,0.0,4.621889442431777,63.5408134728994,3.076204035786902,1.56886405825132,23.0,11.4,48.0,0.0,,230.0,3.6,,1016.6,,1.0,12.6,,,,,
2025-03-16 07:00:00,4,68.81049584148694,190.02301275046585,247.15674533320188,0.0,6.673436271450031,107.58185774412024,4.877832300145359,2.487694473074133,23.0,11.4,48.0,0.0,,230.0,3.6,,1016.6,,1.0,12.6,,,,,
2025-03-16 08:00:00,5,70.48957707316478,195.34524093126504,233.8912123457072,0.0,3.198098291222152,119.77340528378684,5.127308249315327,2.6149272071508167,23.0,11.4,48.0,0.0,,230.0,3.6,,1016.6,,1.0,12.6,,,,,
2025-03-16 09:00:00,4,73.75385855541857,207.780295428603,294.75236356001574,0.0,7.741584556162627,117.60612548860344,5.275318853803566,2.690412615439819,27.0,11.5,38.0,0.0,,270.0,3.6,,1014.8,,1.0,14.6,,,,,
2025-03-16 10:00:00,2,48.8119162120309,139.8290851161944,218.28957424138235,0.0,4.326065822280893,78.81338616403362,3.510068952094435,1.790135165568162,27.0,11.5,38.0,0.0,,270.0,3.6,,1014.8,,1.0,14.6,,,,,
2025-03-16 11:00:00,3,52.09931046344127,135.339716690283,270.3631583605137,0.0,0.0,78.70261023339533,3.498210893032018,1.7840875554463291,27.0,11.5,38.0,0.0,,270.0,3.6,,1014.8,,1.0,14.6,,,,,
2025-03-16 12:00:00,4,50.17429807589421,144.1899453305266,318.813071767767,0.0,0.0,84.76695889306217,3.823151241552371,1.9498071331917093,27.5,11.1,36.0,0.0,,270.0,7.6,,1010.8,,1.0,14.7,,,,,
2025-03-16 13:00:00,3,42.94380543430637,132.04469604476972,193.5466034008145,0.0,0.0,80.94129329514574,3.2688403137357103,1.6671085600052122,27.5,11.1,36.0,0.0,,270.0,7.6,,1010.8,,1.0,14.7,,,,,
2025-03-16 14:00:00,3,46.52079335743968,106.53408157936184,174.80414473593834,0.0,0.0,71.82786659702928,2.959048144127247,1.509114553504896,27.5,11.1,36.0,0.0,,270.0,7.6,,1010.8,,1.0,14.7,,,,,
2025-03-16 15:00:00,4,47.20371928596755,156.31535679054954,178.01810351207095,0.0,4.7451623932835725,86.13307637672057,3.8592999990904193,1.968242999536114,19.5,12.5,64.0,0.0,,0.0,0.0,,1011.6,,1.0,12.3,,,,,
2025-03-16 16:00:00,3,65.80132963545451,167.8509689631132,212.3506069540112,0.0,4.823347651570876,95.58697899628991,4.284873394506384,2.185285431198256,19.5,12.5,64.0,0.0,,0.0,0.0,,1011.6,,1.0,12.3,,,,,
2025-03-16 17:00:00,3,58.24719067865923,160.28861964467362,178.17950147266887,0.0,2.662625684660844,97.7651769080264,4.17634031242789,2.129933559338224,19.5,12.5,64.0,0.0,,0.0,0.0,,1011.6,,1.0,12.3,,,,,
2025-03-16 18:00:00,3,61.71647069496021,164.83317382725215,293.3855465894218,0.0,5.902414840648544,99.90881914306192,4.4600749425751465,2.274638220713325,19.0,10.8,59.0,0.0,,230.0,7.6,,1012.1,,1.0,10.8,,,,,
2025-03-16 19:00:00,5,71.75713332064741,184.60436033408925,260.51151641896604,0.0,10.400491124297258,114.0699204641307,4.915946168829563,2.507132546103077,19.0,10.8,59.0,0.0,,230.0,7.6,,1012.1,,1.0,10.8,,,,,
