timestamp,aqi_category,pm2_5,pm10,co,no,no2,o3,so2,nh3,temperature,dwpt,relative_humidity,precipitation,snow,wind_direction,wind_speed,wpgt,pressure,tsun,coco,dew_point
2025-03-15 03:00:00,2,34.248624805638705,89.20317141027671,113.76770337277593,0.0,0.0,62.50308137049734,2.54201702590165,1.2964286832098415,13.5,10.7,83.0,0.0,,0.0,0.0,,1014.4,,1.0,10.1
2025-03-15 04:00:00,3,31.19979383007904,81.45299907069993,124.41801279364381,0.0,8.179281151113234,65.85927654158928,2.539656417239297,1.2952247727920414,13.5,10.7,83.0,0.0,,0.0,0.0,,1014.4,,1.0,10.1
2025-03-15 05:00:00,2,29.416108421527507,81.63481834173541,124.83735494964264,0.0,2.705520138653885,42.10299070966142,2.015798879395832,1.0280574284918742,13.5,10.7,83.0,0.0,,0.0,0.0,,1014.4,,1.0,10.1
2025-03-15 06:00:00,3,58.146614998558576,150.82200050265882,240.15050086956467,0.0,6.074258155198953,95.54293051789199,4.1081892778803715,2.0951765317189897,20.0,11.0,56.0,0.0,,310.0,11.2,,1014.5,,1.0,11.2
2025-03-15 07:00:00,4,75.70910510436273,199.56231367176525,279.93132804899034,0.0,5.907260349017248,124.68220753847558,5.446668707470581,2.777801040809996,20.0,11.0,56.0,0.0,,310.0,11.2,,1014.5,,1.0,11.2
2025-03-15 08:00:00,4,58.87584883164465,179.1412321581617,193.19701961628815,0.0,6.890471649080131,107.7466438942015,4.57036650696768,2.330886918553517,20.0,11.0,56.0,0.0,,310.0,11.2,,1014.5,,1.0,11.2
2025-03-15 09:00:00,5,63.564410568795736,176.16576058767586,257.53989801424916,0.0,13.729010985441429,102.53093496411408,4.391432051753675,2.2396303463943745,24.0,11.7,46.0,0.0,,130.0,7.6,,1012.8,,1.0,13.2
2025-03-15 10:00:00,3,50.958746108655745,141.67732862637104,228.80857166429652,0.0,5.7935550926753425,77.74555618472961,3.6226360256055976,1.8475443730588548,24.0,11.7,46.0,0.0,,130.0,7.6,,1012.8,,1.0,13.2
2025-03-15 11:00:00,3,61.8140923497714,132.28524316566975,177.99919205028215,0.0,8.885191174601694,79.25752452242459,3.676414279037508,1.8749712823091291,24.0,11.7,46.0,0.0,,130.0,7.6,,1012.8,,1.0,13.2
2025-03-15 12:00:00,2,44.154259134927415,125.39023424731207,174.18926720068785,0.0,0.0,76.88674747995512,3.3276498111807484,1.6971014037021817,23.0,12.6,52.0,0.0,,50.0,3.6,,1012.4,,1.0,13.4
